County	Election District	Election Precinct	Cong	Legs	Candidate Name	Partyx	Office Name	Office District	Winner	Write-In?	Election Night Votes	Election Night Votes Against
4	2	27	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	2	28	2	10	Fake Judge Name	BOT	Fake Retention Office	2			1	
4	2	28	2	10	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		84	
4	2	28	2	10	Michael Carney	LIB	Representative in Congress	2			3	
4	2	28	2	10	Guy Mimoun	GRN	Representative in Congress	2			0	
4	2	28	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	2	29	2	11	Fake Judge Name	BOT	Fake Retention Office	2			98	
4	2	29	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		740	
4	2	29	2	11	Michael Carney	LIB	Representative in Congress	2			15	
4	2	29	2	11	Guy Mimoun	GRN	Representative in Congress	2			5	
4	2	29	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	3	4	2	11	Fake Judge Name	BOT	Fake Retention Office	2			141	
4	3	4	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		577	
4	3	4	2	11	Michael Carney	LIB	Representative in Congress	2			12	
4	3	4	2	11	Guy Mimoun	GRN	Representative in Congress	2			9	
4	3	4	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	4	1	2	11	Fake Judge Name	BOT	Fake Retention Office	2			176	
4	4	1	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		760	
4	4	1	2	11	Michael Carney	LIB	Representative in Congress	2			27	
4	4	1	2	11	Guy Mimoun	GRN	Representative in Congress	2			8	
4	4	1	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	4	
4	4	2	2	10	Fake Judge Name	BOT	Fake Retention Office	2			225	
4	4	2	2	10	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		807	
4	4	2	2	10	Michael Carney	LIB	Representative in Congress	2			21	
4	4	2	2	10	Guy Mimoun	GRN	Representative in Congress	2			21	
4	4	2	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	4	
4	4	4	2	10	Fake Judge Name	BOT	Fake Retention Office	2			375	
4	4	4	2	10	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		925	
4	4	4	2	10	Michael Carney	LIB	Representative in Congress	2			35	
4	4	4	2	10	Guy Mimoun	GRN	Representative in Congress	2			13	
4	4	4	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	4	5	2	10	Fake Judge Name	BOT	Fake Retention Office	2			245	
4	4	5	2	10	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		556	
4	4	5	2	10	Michael Carney	LIB	Representative in Congress	2			22	
4	4	5	2	10	Guy Mimoun	GRN	Representative in Congress	2			11	
4	4	5	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	4	6	2	10	Fake Judge Name	BOT	Fake Retention Office	2			241	
4	4	6	2	10	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		541	
4	4	6	2	10	Michael Carney	LIB	Representative in Congress	2			26	
4	4	6	2	10	Guy Mimoun	GRN	Representative in Congress	2			13	
4	4	6	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	4	8	2	10	Fake Judge Name	BOT	Fake Retention Office	2			459	
4	4	8	2	10	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		652	
4	4	8	2	10	Michael Carney	LIB	Representative in Congress	2			29	
4	4	8	2	10	Guy Mimoun	GRN	Representative in Congress	2			15	
4	4	8	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	4	10	2	10	Fake Judge Name	BOT	Fake Retention Office	2			167	
4	4	10	2	10	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		439	
4	4	10	2	10	Michael Carney	LIB	Representative in Congress	2			20	
4	4	10	2	10	Guy Mimoun	GRN	Representative in Congress	2			12	
4	4	10	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	4	11	2	10	Fake Judge Name	BOT	Fake Retention Office	2			101	
4	4	11	2	10	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		88	
4	4	11	2	10	Michael Carney	LIB	Representative in Congress	2			9	
4	4	11	2	10	Guy Mimoun	GRN	Representative in Congress	2			5	
4	4	11	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	4	12	2	10	Fake Judge Name	BOT	Fake Retention Office	2			321	
4	4	12	2	10	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		1021	
4	4	12	2	10	Michael Carney	LIB	Representative in Congress	2			28	
4	4	12	2	10	Guy Mimoun	GRN	Representative in Congress	2			19	
4	4	12	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	4	13	2	10	Fake Judge Name	BOT	Fake Retention Office	2			127	
4	4	13	2	10	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		186	
4	4	13	2	10	Michael Carney	LIB	Representative in Congress	2			4	
4	4	13	2	10	Guy Mimoun	GRN	Representative in Congress	2			2	
4	4	13	2	10	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	4	15	2	11	Fake Judge Name	BOT	Fake Retention Office	2			8	
4	4	15	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		39	
4	4	15	2	11	Michael Carney	LIB	Representative in Congress	2			1	
4	4	15	2	11	Guy Mimoun	GRN	Representative in Congress	2			0	
4	4	15	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	2	2	11	Fake Judge Name	BOT	Fake Retention Office	2			498	
4	8	2	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		395	
4	8	2	2	11	Michael Carney	LIB	Representative in Congress	2			7	
4	8	2	2	11	Guy Mimoun	GRN	Representative in Congress	2			6	
4	8	2	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	4	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			497	
4	8	4	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		634	
4	8	4	2	42B	Michael Carney	LIB	Representative in Congress	2			23	
4	8	4	2	42B	Guy Mimoun	GRN	Representative in Congress	2			12	
4	8	4	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	8	5	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			128	
4	8	5	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		140	
4	8	5	2	42B	Michael Carney	LIB	Representative in Congress	2			2	
4	8	5	2	42B	Guy Mimoun	GRN	Representative in Congress	2			2	
4	8	5	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	6	2	11	Fake Judge Name	BOT	Fake Retention Office	2			214	
4	8	6	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		968	
4	8	6	2	11	Michael Carney	LIB	Representative in Congress	2			31	
4	8	6	2	11	Guy Mimoun	GRN	Representative in Congress	2			11	
4	8	6	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	7	2	11	Fake Judge Name	BOT	Fake Retention Office	2			267	
4	8	7	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		556	
4	8	7	2	11	Michael Carney	LIB	Representative in Congress	2			24	
4	8	7	2	11	Guy Mimoun	GRN	Representative in Congress	2			8	
4	8	7	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	8	2	11	Fake Judge Name	BOT	Fake Retention Office	2			312	
4	8	8	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		358	
4	8	8	2	11	Michael Carney	LIB	Representative in Congress	2			16	
4	8	8	2	11	Guy Mimoun	GRN	Representative in Congress	2			9	
4	8	8	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	8	11	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			247	
4	8	11	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		353	
4	8	11	2	42B	Michael Carney	LIB	Representative in Congress	2			16	
4	8	11	2	42B	Guy Mimoun	GRN	Representative in Congress	2			6	
4	8	11	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	8	12	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			498	
4	8	12	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		664	
4	8	12	2	42B	Michael Carney	LIB	Representative in Congress	2			21	
4	8	12	2	42B	Guy Mimoun	GRN	Representative in Congress	2			14	
4	8	12	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	13	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			516	
4	8	13	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		669	
4	8	13	2	42B	Michael Carney	LIB	Representative in Congress	2			28	
4	8	13	2	42B	Guy Mimoun	GRN	Representative in Congress	2			18	
4	8	13	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	14	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			316	
4	8	14	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		351	
4	8	14	2	42B	Michael Carney	LIB	Representative in Congress	2			17	
4	8	14	2	42B	Guy Mimoun	GRN	Representative in Congress	2			11	
4	8	14	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	15	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			394	
4	8	15	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		456	
4	8	15	2	42B	Michael Carney	LIB	Representative in Congress	2			15	
4	8	15	2	42B	Guy Mimoun	GRN	Representative in Congress	2			8	
4	8	15	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	8	16	2	11	Fake Judge Name	BOT	Fake Retention Office	2			167	
4	8	16	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		313	
4	8	16	2	11	Michael Carney	LIB	Representative in Congress	2			5	
4	8	16	2	11	Guy Mimoun	GRN	Representative in Congress	2			10	
4	8	16	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	18	2	11	Fake Judge Name	BOT	Fake Retention Office	2			230	
4	8	18	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		259	
4	8	18	2	11	Michael Carney	LIB	Representative in Congress	2			13	
4	8	18	2	11	Guy Mimoun	GRN	Representative in Congress	2			4	
4	8	18	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	20	2	11	Fake Judge Name	BOT	Fake Retention Office	2			273	
4	8	20	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		307	
4	8	20	2	11	Michael Carney	LIB	Representative in Congress	2			18	
4	8	20	2	11	Guy Mimoun	GRN	Representative in Congress	2			6	
4	8	20	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	8	23	2	11	Fake Judge Name	BOT	Fake Retention Office	2			142	
4	8	23	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		184	
4	8	23	2	11	Michael Carney	LIB	Representative in Congress	2			5	
4	8	23	2	11	Guy Mimoun	GRN	Representative in Congress	2			0	
4	8	23	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	8	28	2	11	Fake Judge Name	BOT	Fake Retention Office	2			98	
4	8	28	2	11	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		100	
4	8	28	2	11	Michael Carney	LIB	Representative in Congress	2			4	
4	8	28	2	11	Guy Mimoun	GRN	Representative in Congress	2			2	
4	8	28	2	11	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	3	2	42A	Fake Judge Name	BOT	Fake Retention Office	2			392	
4	9	3	2	42A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		1043	
4	9	3	2	42A	Michael Carney	LIB	Representative in Congress	2			28	
4	9	3	2	42A	Guy Mimoun	GRN	Representative in Congress	2			30	
4	9	3	2	42A	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	9	6	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			134	
4	9	6	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		316	
4	9	6	2	42B	Michael Carney	LIB	Representative in Congress	2			13	
4	9	6	2	42B	Guy Mimoun	GRN	Representative in Congress	2			5	
4	9	6	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	9	7	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			514	
4	9	7	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		557	
4	9	7	2	42B	Michael Carney	LIB	Representative in Congress	2			18	
4	9	7	2	42B	Guy Mimoun	GRN	Representative in Congress	2			17	
4	9	7	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	9	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			450	
4	9	9	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		495	
4	9	9	2	42B	Michael Carney	LIB	Representative in Congress	2			23	
4	9	9	2	42B	Guy Mimoun	GRN	Representative in Congress	2			12	
4	9	9	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	9	10	2	42A	Fake Judge Name	BOT	Fake Retention Office	2			471	
4	9	10	2	42A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		1120	
4	9	10	2	42A	Michael Carney	LIB	Representative in Congress	2			41	
4	9	10	2	42A	Guy Mimoun	GRN	Representative in Congress	2			35	
4	9	10	2	42A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	11	2	42A	Fake Judge Name	BOT	Fake Retention Office	2			230	
4	9	11	2	42A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		607	
4	9	11	2	42A	Michael Carney	LIB	Representative in Congress	2			31	
4	9	11	2	42A	Guy Mimoun	GRN	Representative in Congress	2			18	
4	9	11	2	42A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	12	2	42A	Fake Judge Name	BOT	Fake Retention Office	2			260	
4	9	12	2	42A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		554	
4	9	12	2	42A	Michael Carney	LIB	Representative in Congress	2			19	
4	9	12	2	42A	Guy Mimoun	GRN	Representative in Congress	2			14	
4	9	12	2	42A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	13	2	42A	Fake Judge Name	BOT	Fake Retention Office	2			367	
4	9	13	2	42A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		875	
4	9	13	2	42A	Michael Carney	LIB	Representative in Congress	2			20	
4	9	13	2	42A	Guy Mimoun	GRN	Representative in Congress	2			11	
4	9	13	2	42A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	14	2	42A	Fake Judge Name	BOT	Fake Retention Office	2			218	
4	9	14	2	42A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		875	
4	9	14	2	42A	Michael Carney	LIB	Representative in Congress	2			19	
4	9	14	2	42A	Guy Mimoun	GRN	Representative in Congress	2			21	
4	9	14	2	42A	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	9	15	2	42A	Fake Judge Name	BOT	Fake Retention Office	2			229	
4	9	15	2	42A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		775	
4	9	15	2	42A	Michael Carney	LIB	Representative in Congress	2			27	
4	9	15	2	42A	Guy Mimoun	GRN	Representative in Congress	2			18	
4	9	15	2	42A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	16	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			207	
4	9	16	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		292	
4	9	16	2	42B	Michael Carney	LIB	Representative in Congress	2			11	
4	9	16	2	42B	Guy Mimoun	GRN	Representative in Congress	2			9	
4	9	16	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	17	2	8	Fake Judge Name	BOT	Fake Retention Office	2			160	
4	9	17	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		436	
4	9	17	2	8	Michael Carney	LIB	Representative in Congress	2			12	
4	9	17	2	8	Guy Mimoun	GRN	Representative in Congress	2			8	
4	9	17	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	9	18	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			276	
4	9	18	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		653	
4	9	18	2	42B	Michael Carney	LIB	Representative in Congress	2			26	
4	9	18	2	42B	Guy Mimoun	GRN	Representative in Congress	2			12	
4	9	18	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	9	19	2	8	Fake Judge Name	BOT	Fake Retention Office	2			268	
4	9	19	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		641	
4	9	19	2	8	Michael Carney	LIB	Representative in Congress	2			19	
4	9	19	2	8	Guy Mimoun	GRN	Representative in Congress	2			22	
4	9	19	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	9	20	2	8	Fake Judge Name	BOT	Fake Retention Office	2			56	
4	9	20	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		899	
4	9	20	2	8	Michael Carney	LIB	Representative in Congress	2			23	
4	9	20	2	8	Guy Mimoun	GRN	Representative in Congress	2			9	
4	9	20	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	9	23	2	8	Fake Judge Name	BOT	Fake Retention Office	2			406	
4	9	23	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		677	
4	9	23	2	8	Michael Carney	LIB	Representative in Congress	2			29	
4	9	23	2	8	Guy Mimoun	GRN	Representative in Congress	2			8	
4	9	23	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	9	24	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			622	
4	9	24	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		818	
4	9	24	2	42B	Michael Carney	LIB	Representative in Congress	2			48	
4	9	24	2	42B	Guy Mimoun	GRN	Representative in Congress	2			26	
4	9	24	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	25	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			427	
4	9	25	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		583	
4	9	25	2	42B	Michael Carney	LIB	Representative in Congress	2			28	
4	9	25	2	42B	Guy Mimoun	GRN	Representative in Congress	2			20	
4	9	25	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	9	26	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			247	
4	9	26	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		329	
4	9	26	2	42B	Michael Carney	LIB	Representative in Congress	2			23	
4	9	26	2	42B	Guy Mimoun	GRN	Representative in Congress	2			12	
4	9	26	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	27	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			3	
4	9	27	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		3	
4	9	27	2	42B	Michael Carney	LIB	Representative in Congress	2			0	
4	9	27	2	42B	Guy Mimoun	GRN	Representative in Congress	2			0	
4	9	27	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	28	2	8	Fake Judge Name	BOT	Fake Retention Office	2			91	
4	9	28	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		550	
4	9	28	2	8	Michael Carney	LIB	Representative in Congress	2			21	
4	9	28	2	8	Guy Mimoun	GRN	Representative in Congress	2			11	
4	9	28	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	9	29	2	42A	Fake Judge Name	BOT	Fake Retention Office	2			1	
4	9	29	2	42A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		64	
4	9	29	2	42A	Michael Carney	LIB	Representative in Congress	2			0	
4	9	29	2	42A	Guy Mimoun	GRN	Representative in Congress	2			2	
4	9	29	2	42A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	11	8	2	42B	Fake Judge Name	BOT	Fake Retention Office	2			458	
4	11	8	2	42B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		353	
4	11	8	2	42B	Michael Carney	LIB	Representative in Congress	2			23	
4	11	8	2	42B	Guy Mimoun	GRN	Representative in Congress	2			13	
4	11	8	2	42B	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	11	10	2	8	Fake Judge Name	BOT	Fake Retention Office	2			422	
4	11	10	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		563	
4	11	10	2	8	Michael Carney	LIB	Representative in Congress	2			30	
4	11	10	2	8	Guy Mimoun	GRN	Representative in Congress	2			15	
4	11	10	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	11	13	2	8	Fake Judge Name	BOT	Fake Retention Office	2			131	
4	11	13	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		178	
4	11	13	2	8	Michael Carney	LIB	Representative in Congress	2			11	
4	11	13	2	8	Guy Mimoun	GRN	Representative in Congress	2			2	
4	11	13	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	11	19	2	8	Fake Judge Name	BOT	Fake Retention Office	2			344	
4	11	19	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		457	
4	11	19	2	8	Michael Carney	LIB	Representative in Congress	2			19	
4	11	19	2	8	Guy Mimoun	GRN	Representative in Congress	2			15	
4	11	19	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	11	24	2	7	Fake Judge Name	BOT	Fake Retention Office	2			72	
4	11	24	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		44	
4	11	24	2	7	Michael Carney	LIB	Representative in Congress	2			1	
4	11	24	2	7	Guy Mimoun	GRN	Representative in Congress	2			1	
4	11	24	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	12	1	2	6	Fake Judge Name	BOT	Fake Retention Office	2			333	
4	12	1	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		292	
4	12	1	2	6	Michael Carney	LIB	Representative in Congress	2			13	
4	12	1	2	6	Guy Mimoun	GRN	Representative in Congress	2			8	
4	12	1	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	12	2	2	6	Fake Judge Name	BOT	Fake Retention Office	2			363	
4	12	2	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		361	
4	12	2	2	6	Michael Carney	LIB	Representative in Congress	2			19	
4	12	2	2	6	Guy Mimoun	GRN	Representative in Congress	2			17	
4	12	2	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	12	3	2	6	Fake Judge Name	BOT	Fake Retention Office	2			545	
4	12	3	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		420	
4	12	3	2	6	Michael Carney	LIB	Representative in Congress	2			34	
4	12	3	2	6	Guy Mimoun	GRN	Representative in Congress	2			9	
4	12	3	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	3	
4	12	4	2	6	Fake Judge Name	BOT	Fake Retention Office	2			658	
4	12	4	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		472	
4	12	4	2	6	Michael Carney	LIB	Representative in Congress	2			23	
4	12	4	2	6	Guy Mimoun	GRN	Representative in Congress	2			10	
4	12	4	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	12	5	2	6	Fake Judge Name	BOT	Fake Retention Office	2			515	
4	12	5	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		397	
4	12	5	2	6	Michael Carney	LIB	Representative in Congress	2			22	
4	12	5	2	6	Guy Mimoun	GRN	Representative in Congress	2			7	
4	12	5	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	12	6	2	6	Fake Judge Name	BOT	Fake Retention Office	2			354	
4	12	6	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		427	
4	12	6	2	6	Michael Carney	LIB	Representative in Congress	2			25	
4	12	6	2	6	Guy Mimoun	GRN	Representative in Congress	2			7	
4	12	6	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	3	
4	12	7	2	6	Fake Judge Name	BOT	Fake Retention Office	2			620	
4	12	7	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		526	
4	12	7	2	6	Michael Carney	LIB	Representative in Congress	2			27	
4	12	7	2	6	Guy Mimoun	GRN	Representative in Congress	2			16	
4	12	7	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	12	8	2	6	Fake Judge Name	BOT	Fake Retention Office	2			424	
4	12	8	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		280	
4	12	8	2	6	Michael Carney	LIB	Representative in Congress	2			15	
4	12	8	2	6	Guy Mimoun	GRN	Representative in Congress	2			7	
4	12	8	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	12	9	2	6	Fake Judge Name	BOT	Fake Retention Office	2			113	
4	12	9	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		132	
4	12	9	2	6	Michael Carney	LIB	Representative in Congress	2			10	
4	12	9	2	6	Guy Mimoun	GRN	Representative in Congress	2			8	
4	12	9	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	12	10	2	6	Fake Judge Name	BOT	Fake Retention Office	2			319	
4	12	10	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		392	
4	12	10	2	6	Michael Carney	LIB	Representative in Congress	2			33	
4	12	10	2	6	Guy Mimoun	GRN	Representative in Congress	2			15	
4	12	10	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	12	11	2	6	Fake Judge Name	BOT	Fake Retention Office	2			402	
4	12	11	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		439	
4	12	11	2	6	Michael Carney	LIB	Representative in Congress	2			14	
4	12	11	2	6	Guy Mimoun	GRN	Representative in Congress	2			7	
4	12	11	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	12	12	2	6	Fake Judge Name	BOT	Fake Retention Office	2			421	
4	12	12	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		303	
4	12	12	2	6	Michael Carney	LIB	Representative in Congress	2			19	
4	12	12	2	6	Guy Mimoun	GRN	Representative in Congress	2			9	
4	12	12	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	12	13	2	6	Fake Judge Name	BOT	Fake Retention Office	2			9	
4	12	13	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		306	
4	12	13	2	6	Michael Carney	LIB	Representative in Congress	2			5	
4	12	13	2	6	Guy Mimoun	GRN	Representative in Congress	2			5	
4	12	13	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	13	7	2	12	Fake Judge Name	BOT	Fake Retention Office	2			203	
4	13	7	2	12	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		374	
4	13	7	2	12	Michael Carney	LIB	Representative in Congress	2			14	
4	13	7	2	12	Guy Mimoun	GRN	Representative in Congress	2			6	
4	13	7	2	12	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	13	8	2	12	Fake Judge Name	BOT	Fake Retention Office	2			419	
4	13	8	2	12	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		286	
4	13	8	2	12	Michael Carney	LIB	Representative in Congress	2			11	
