	Contest_Id	ReportingUnit_Id	Selection_Id	CountItemType_Id	Contest	ReportingUnit	Selection	CountItemType	Count	contest_type
308	28225	74	43	54	90;1	Michigen;CALHOUN	Yes	election-day	27991	BallotMeasure
309	28226	74	44	54	90;2	Michigen;CALHOUN	No	election-day	20223	BallotMeasure
310	28226	74	43	54	90;2	Michigen;CALHOUN	Yes	election-day	28654	BallotMeasure
311	28227	74	43	54	90;3	Michigen;CALHOUN	Yes	election-day	30647	BallotMeasure
312	28225	129	43	54	90;1	Michigen;OSCODA	Yes	election-day	1798	BallotMeasure
313	28227	129	44	54	90;3	Michigen;OSCODA	No	election-day	1743	BallotMeasure
314	28226	129	43	54	90;2	Michigen;OSCODA	Yes	election-day	1701	BallotMeasure
315	28225	129	44	54	90;1	Michigen;OSCODA	No	election-day	1935	BallotMeasure
316	28227	129	43	54	90;3	Michigen;OSCODA	Yes	election-day	1904	BallotMeasure
317	28226	129	44	54	90;2	Michigen;OSCODA	No	election-day	1904	BallotMeasure
318	28226	89	43	54	90;2	Michigen;GD. TRAVERSE	Yes	election-day	27508	BallotMeasure
319	28227	89	44	54	90;3	Michigen;GD. TRAVERSE	No	election-day	17763	BallotMeasure
320	28227	89	43	54	90;3	Michigen;GD. TRAVERSE	Yes	election-day	30234	BallotMeasure
321	28226	89	44	54	90;2	Michigen;GD. TRAVERSE	No	election-day	19963	BallotMeasure
322	28225	89	43	54	90;1	Michigen;GD. TRAVERSE	Yes	election-day	26637	BallotMeasure
323	28225	89	44	54	90;1	Michigen;GD. TRAVERSE	No	election-day	21961	BallotMeasure
324	28225	62	44	54	90;1	Michigen;ALCONA	No	election-day	2990	BallotMeasure
325	28226	62	43	54	90;2	Michigen;ALCONA	Yes	election-day	2643	BallotMeasure
326	28225	62	43	54	90;1	Michigen;ALCONA	Yes	election-day	2548	BallotMeasure
327	28227	62	43	54	90;3	Michigen;ALCONA	Yes	election-day	2883	BallotMeasure
328	28226	62	44	54	90;2	Michigen;ALCONA	No	election-day	2747	BallotMeasure
329	28227	62	44	54	90;3	Michigen;ALCONA	No	election-day	2531	BallotMeasure
330	28225	73	43	54	90;1	Michigen;BRANCH	Yes	election-day	7154	BallotMeasure
331	28226	73	44	54	90;2	Michigen;BRANCH	No	election-day	7747	BallotMeasure
332	28227	73	43	54	90;3	Michigen;BRANCH	Yes	election-day	7699	BallotMeasure
333	28227	73	44	54	90;3	Michigen;BRANCH	No	election-day	7249	BallotMeasure
334	28225	73	44	54	90;1	Michigen;BRANCH	No	election-day	7948	BallotMeasure
335	28226	73	43	54	90;2	Michigen;BRANCH	Yes	election-day	7029	BallotMeasure
336	28226	126	44	54	90;2	Michigen;OGEMAW	No	election-day	4235	BallotMeasure
337	28227	126	43	54	90;3	Michigen;OGEMAW	Yes	election-day	5157	BallotMeasure
338	28225	126	43	54	90;1	Michigen;OGEMAW	Yes	election-day	4630	BallotMeasure
339	28225	126	44	54	90;1	Michigen;OGEMAW	No	election-day	4596	BallotMeasure
340	28227	126	44	54	90;3	Michigen;OGEMAW	No	election-day	3811	BallotMeasure
341	28226	126	43	54	90;2	Michigen;OGEMAW	Yes	election-day	4700	BallotMeasure
342	28225	139	43	54	90;1	Michigen;SHIAWASSEE	Yes	election-day	15467	BallotMeasure
343	28225	139	44	54	90;1	Michigen;SHIAWASSEE	No	election-day	14264	BallotMeasure
344	28227	139	44	54	90;3	Michigen;SHIAWASSEE	No	election-day	11116	BallotMeasure
345	28227	139	43	54	90;3	Michigen;SHIAWASSEE	Yes	election-day	18062	BallotMeasure
346	28226	139	43	54	90;2	Michigen;SHIAWASSEE	Yes	election-day	16555	BallotMeasure
347	28226	139	44	54	90;2	Michigen;SHIAWASSEE	No	election-day	12546	BallotMeasure
348	28226	79	43	54	90;2	Michigen;CLARE	Yes	election-day	5895	BallotMeasure
349	28226	79	44	54	90;2	Michigen;CLARE	No	election-day	5582	BallotMeasure
350	28225	79	43	54	90;1	Michigen;CLARE	Yes	election-day	5832	BallotMeasure
351	28227	79	43	54	90;3	Michigen;CLARE	Yes	election-day	6660	BallotMeasure
352	28225	79	44	54	90;1	Michigen;CLARE	No	election-day	5990	BallotMeasure
353	28227	79	44	54	90;3	Michigen;CLARE	No	election-day	4918	BallotMeasure
354	28226	77	43	54	90;2	Michigen;CHEBOYGAN	Yes	election-day	5718	BallotMeasure
355	28227	77	43	54	90;3	Michigen;CHEBOYGAN	Yes	election-day	6475	BallotMeasure
356	28227	77	44	54	90;3	Michigen;CHEBOYGAN	No	election-day	5747	BallotMeasure
357	28225	77	44	54	90;1	Michigen;CHEBOYGAN	No	election-day	6175	BallotMeasure
358	28225	77	43	54	90;1	Michigen;CHEBOYGAN	Yes	election-day	6287	BallotMeasure
359	28226	77	44	54	90;2	Michigen;CHEBOYGAN	No	election-day	6441	BallotMeasure
360	28226	86	43	54	90;2	Michigen;GENESEE	Yes	election-day	104286	BallotMeasure
361	28225	86	43	54	90;1	Michigen;GENESEE	Yes	election-day	98617	BallotMeasure
362	28227	86	43	54	90;3	Michigen;GENESEE	Yes	election-day	115010	BallotMeasure
363	28225	86	44	54	90;1	Michigen;GENESEE	No	election-day	68829	BallotMeasure
364	28226	86	44	54	90;2	Michigen;GENESEE	No	election-day	58381	BallotMeasure
365	28227	86	44	54	90;3	Michigen;GENESEE	No	election-day	48711	BallotMeasure
366	28226	76	43	54	90;2	Michigen;CHARLEVOIX	Yes	election-day	7072	BallotMeasure
367	28225	76	44	54	90;1	Michigen;CHARLEVOIX	No	election-day	6391	BallotMeasure
368	28227	76	43	54	90;3	Michigen;CHARLEVOIX	Yes	election-day	7966	BallotMeasure
369	28225	76	43	54	90;1	Michigen;CHARLEVOIX	Yes	election-day	7181	BallotMeasure
370	28227	76	44	54	90;3	Michigen;CHARLEVOIX	No	election-day	5364	BallotMeasure
371	28226	76	44	54	90;2	Michigen;CHARLEVOIX	No	election-day	6190	BallotMeasure
372	28227	65	44	54	90;3	Michigen;ALPENA	No	election-day	5179	BallotMeasure
373	28225	65	43	54	90;1	Michigen;ALPENA	Yes	election-day	6198	BallotMeasure
374	28225	65	44	54	90;1	Michigen;ALPENA	No	election-day	6913	BallotMeasure
375	28226	65	44	54	90;2	Michigen;ALPENA	No	election-day	6026	BallotMeasure
376	28227	65	43	54	90;3	Michigen;ALPENA	Yes	election-day	7711	BallotMeasure
377	28226	65	43	54	90;2	Michigen;ALPENA	Yes	election-day	6821	BallotMeasure
378	28226	141	43	54	90;2	Michigen;VAN BUREN	Yes	election-day	16404	BallotMeasure
379	28227	141	43	54	90;3	Michigen;VAN BUREN	Yes	election-day	17837	BallotMeasure
380	28227	141	44	54	90;3	Michigen;VAN BUREN	No	election-day	10841	BallotMeasure
381	28225	141	44	54	90;1	Michigen;VAN BUREN	No	election-day	13194	BallotMeasure
382	28225	141	43	54	90;1	Michigen;VAN BUREN	Yes	election-day	15896	BallotMeasure
383	28226	141	44	54	90;2	Michigen;VAN BUREN	No	election-day	12187	BallotMeasure
384	28226	96	43	54	90;2	Michigen;IOSCO	Yes	election-day	6195	BallotMeasure
385	28226	96	44	54	90;2	Michigen;IOSCO	No	election-day	5292	BallotMeasure
386	28225	96	43	54	90;1	Michigen;IOSCO	Yes	election-day	6195	BallotMeasure
387	28227	96	44	54	90;3	Michigen;IOSCO	No	election-day	4822	BallotMeasure
388	28227	96	43	54	90;3	Michigen;IOSCO	Yes	election-day	6697	BallotMeasure
389	28225	96	44	54	90;1	Michigen;IOSCO	No	election-day	5523	BallotMeasure
390	28226	95	43	54	90;2	Michigen;IONIA	Yes	election-day	12762	BallotMeasure
391	28225	95	43	54	90;1	Michigen;IONIA	Yes	election-day	12311	BallotMeasure
392	28226	95	44	54	90;2	Michigen;IONIA	No	election-day	10555	BallotMeasure
393	28227	95	43	54	90;3	Michigen;IONIA	Yes	election-day	14070	BallotMeasure
394	28227	95	44	54	90;3	Michigen;IONIA	No	election-day	9262	BallotMeasure
395	28225	95	44	54	90;1	Michigen;IONIA	No	election-day	11528	BallotMeasure
396	28227	132	44	54	90;3	Michigen;PRESQUE ISLE	No	election-day	3050	BallotMeasure
397	28227	132	43	54	90;3	Michigen;PRESQUE ISLE	Yes	election-day	3449	BallotMeasure
398	28225	132	44	54	90;1	Michigen;PRESQUE ISLE	No	election-day	3759	BallotMeasure
399	28226	132	43	54	90;2	Michigen;PRESQUE ISLE	Yes	election-day	3091	BallotMeasure
400	28225	132	43	54	90;1	Michigen;PRESQUE ISLE	Yes	election-day	2885	BallotMeasure
401	28226	132	44	54	90;2	Michigen;PRESQUE ISLE	No	election-day	3395	BallotMeasure
402	28227	100	43	54	90;3	Michigen;KALAMAZOO	Yes	election-day	80504	BallotMeasure
403	28225	100	44	54	90;1	Michigen;KALAMAZOO	No	election-day	45733	BallotMeasure
404	28227	100	44	54	90;3	Michigen;KALAMAZOO	No	election-day	33212	BallotMeasure
405	28226	100	43	54	90;2	Michigen;KALAMAZOO	Yes	election-day	76478	BallotMeasure
406	28225	100	43	54	90;1	Michigen;KALAMAZOO	Yes	election-day	69073	BallotMeasure
407	28226	100	44	54	90;2	Michigen;KALAMAZOO	No	election-day	36517	BallotMeasure
408	28226	143	43	54	90;2	Michigen;WAYNE	Yes	election-day	407175	BallotMeasure
409	28227	143	43	54	90;3	Michigen;WAYNE	Yes	election-day	459518	BallotMeasure
410	28225	143	44	54	90;1	Michigen;WAYNE	No	election-day	230785	BallotMeasure
411	28226	143	44	54	90;2	Michigen;WAYNE	No	election-day	179284	BallotMeasure
412	28227	143	44	54	90;3	Michigen;WAYNE	No	election-day	134017	BallotMeasure
413	28225	143	43	54	90;1	Michigen;WAYNE	Yes	election-day	371490	BallotMeasure
414	28226	97	44	54	90;2	Michigen;IRON	No	election-day	2134	BallotMeasure
415	28226	97	43	54	90;2	Michigen;IRON	Yes	election-day	3122	BallotMeasure
416	28227	97	43	54	90;3	Michigen;IRON	Yes	election-day	3106	BallotMeasure
417	28225	97	43	54	90;1	Michigen;IRON	Yes	election-day	2509	BallotMeasure
418	28227	97	44	54	90;3	Michigen;IRON	No	election-day	2159	BallotMeasure
419	28225	97	44	54	90;1	Michigen;IRON	No	election-day	2915	BallotMeasure
420	28226	109	44	54	90;2	Michigen;LUCE	No	election-day	1218	BallotMeasure
421	28226	109	43	54	90;2	Michigen;LUCE	Yes	election-day	1150	BallotMeasure
422	28227	109	43	54	90;3	Michigen;LUCE	Yes	election-day	1302	BallotMeasure
423	28227	109	44	54	90;3	Michigen;LUCE	No	election-day	1064	BallotMeasure
424	28225	109	43	54	90;1	Michigen;LUCE	Yes	election-day	1161	BallotMeasure
425	28225	109	44	54	90;1	Michigen;LUCE	No	election-day	1283	BallotMeasure
426	28226	70	43	54	90;2	Michigen;BAY	Yes	election-day	27967	BallotMeasure
427	28227	70	43	54	90;3	Michigen;BAY	Yes	election-day	28866	BallotMeasure
428	28225	70	44	54	90;1	Michigen;BAY	No	election-day	22707	BallotMeasure
429	28225	70	43	54	90;1	Michigen;BAY	Yes	election-day	23668	BallotMeasure
430	28226	70	44	54	90;2	Michigen;BAY	No	election-day	17686	BallotMeasure
431	28227	70	44	54	90;3	Michigen;BAY	No	election-day	16881	BallotMeasure
432	28225	64	44	54	90;1	Michigen;ALLEGAN	No	election-day	25663	BallotMeasure
433	28225	64	43	54	90;1	Michigen;ALLEGAN	Yes	election-day	23663	BallotMeasure
434	28227	64	44	54	90;3	Michigen;ALLEGAN	No	election-day	19823	BallotMeasure
435	28226	64	43	54	90;2	Michigen;ALLEGAN	Yes	election-day	26644	BallotMeasure
436	28227	64	43	54	90;3	Michigen;ALLEGAN	Yes	election-day	28515	BallotMeasure
437	28226	64	44	54	90;2	Michigen;ALLEGAN	No	election-day	22005	BallotMeasure
438	28225	71	43	54	90;1	Michigen;BENZIE	Yes	election-day	5333	BallotMeasure
439	28225	71	44	54	90;1	Michigen;BENZIE	No	election-day	4394	BallotMeasure
440	28227	71	43	54	90;3	Michigen;BENZIE	Yes	election-day	6010	BallotMeasure
441	28226	71	44	54	90;2	Michigen;BENZIE	No	election-day	3930	BallotMeasure
442	28227	71	44	54	90;3	Michigen;BENZIE	No	election-day	3543	BallotMeasure
443	28226	71	43	54	90;2	Michigen;BENZIE	Yes	election-day	5584	BallotMeasure
444	28225	83	44	54	90;1	Michigen;DICKINSON	No	election-day	6347	BallotMeasure
445	28225	83	43	54	90;1	Michigen;DICKINSON	Yes	election-day	5039	BallotMeasure
446	28227	83	44	54	90;3	Michigen;DICKINSON	No	election-day	4719	BallotMeasure
447	28226	83	43	54	90;2	Michigen;DICKINSON	Yes	election-day	6049	BallotMeasure
448	28227	83	43	54	90;3	Michigen;DICKINSON	Yes	election-day	6429	BallotMeasure
449	28226	83	44	54	90;2	Michigen;DICKINSON	No	election-day	4918	BallotMeasure
450	28225	140	43	54	90;1	Michigen;TUSCOLA	Yes	election-day	10026	BallotMeasure
451	28227	140	43	54	90;3	Michigen;TUSCOLA	Yes	election-day	11897	BallotMeasure
452	28226	140	43	54	90;2	Michigen;TUSCOLA	Yes	election-day	11117	BallotMeasure
453	28227	140	44	54	90;3	Michigen;TUSCOLA	No	election-day	9996	BallotMeasure
454	28225	140	44	54	90;1	Michigen;TUSCOLA	No	election-day	12176	BallotMeasure
455	28226	140	44	54	90;2	Michigen;TUSCOLA	No	election-day	10691	BallotMeasure
456	28226	67	44	54	90;2	Michigen;ARENAC	No	election-day	3196	BallotMeasure
457	28227	67	43	54	90;3	Michigen;ARENAC	Yes	election-day	3562	BallotMeasure
458	28225	67	44	54	90;1	Michigen;ARENAC	No	election-day	3365	BallotMeasure
459	28226	67	43	54	90;2	Michigen;ARENAC	Yes	election-day	3408	BallotMeasure
460	28225	67	43	54	90;1	Michigen;ARENAC	Yes	election-day	3373	BallotMeasure
461	28227	67	44	54	90;3	Michigen;ARENAC	No	election-day	3039	BallotMeasure
462	28225	102	44	54	90;1	Michigen;KENT	No	election-day	124084	BallotMeasure
463	28225	102	43	54	90;1	Michigen;KENT	Yes	election-day	153291	BallotMeasure
464	28226	102	43	54	90;2	Michigen;KENT	Yes	election-day	168367	BallotMeasure
465	28226	102	44	54	90;2	Michigen;KENT	No	election-day	103570	BallotMeasure
466	28227	102	44	54	90;3	Michigen;KENT	No	election-day	88798	BallotMeasure
467	28227	102	43	54	90;3	Michigen;KENT	Yes	election-day	184029	BallotMeasure
468	28225	66	44	54	90;1	Michigen;ANTRIM	No	election-day	6328	BallotMeasure
469	28227	66	43	54	90;3	Michigen;ANTRIM	Yes	election-day	7233	BallotMeasure
470	28226	66	44	54	90;2	Michigen;ANTRIM	No	election-day	6142	BallotMeasure
471	28225	66	43	54	90;1	Michigen;ANTRIM	Yes	election-day	6458	BallotMeasure
472	28226	66	43	54	90;2	Michigen;ANTRIM	Yes	election-day	6433	BallotMeasure
473	28227	66	44	54	90;3	Michigen;ANTRIM	No	election-day	5437	BallotMeasure
474	28225	119	44	54	90;1	Michigen;MONROE	No	election-day	28985	BallotMeasure
475	28225	119	43	54	90;1	Michigen;MONROE	Yes	election-day	31975	BallotMeasure
476	28226	119	44	54	90;2	Michigen;MONROE	No	election-day	25781	BallotMeasure
477	28227	119	43	54	90;3	Michigen;MONROE	Yes	election-day	36932	BallotMeasure
478	28226	119	43	54	90;2	Michigen;MONROE	Yes	election-day	32757	BallotMeasure
479	28227	119	44	54	90;3	Michigen;MONROE	No	election-day	22866	BallotMeasure
480	28226	118	43	54	90;2	Michigen;MISSAUKEE	Yes	election-day	2504	BallotMeasure
481	28227	118	43	54	90;3	Michigen;MISSAUKEE	Yes	election-day	3084	BallotMeasure
482	28226	118	44	54	90;2	Michigen;MISSAUKEE	No	election-day	3954	BallotMeasure
483	28227	118	44	54	90;3	Michigen;MISSAUKEE	No	election-day	3404	BallotMeasure
484	28225	118	44	54	90;1	Michigen;MISSAUKEE	No	election-day	3955	BallotMeasure
485	28225	118	43	54	90;1	Michigen;MISSAUKEE	Yes	election-day	2607	BallotMeasure
486	28225	115	44	54	90;1	Michigen;MECOSTA	No	election-day	7788	BallotMeasure
487	28227	115	44	54	90;3	Michigen;MECOSTA	No	election-day	6059	BallotMeasure
488	28225	115	43	54	90;1	Michigen;MECOSTA	Yes	election-day	7825	BallotMeasure
489	28226	115	44	54	90;2	Michigen;MECOSTA	No	election-day	7044	BallotMeasure
490	28227	115	43	54	90;3	Michigen;MECOSTA	Yes	election-day	9351	BallotMeasure
491	28226	115	43	54	90;2	Michigen;MECOSTA	Yes	election-day	8217	BallotMeasure
492	28225	121	43	54	90;1	Michigen;MONTMORENCY	Yes	election-day	2093	BallotMeasure
493	28226	121	43	54	90;2	Michigen;MONTMORENCY	Yes	election-day	1942	BallotMeasure
494	28227	121	44	54	90;3	Michigen;MONTMORENCY	No	election-day	2326	BallotMeasure
495	28227	121	43	54	90;3	Michigen;MONTMORENCY	Yes	election-day	2190	BallotMeasure
496	28225	121	44	54	90;1	Michigen;MONTMORENCY	No	election-day	2522	BallotMeasure
497	28226	121	44	54	90;2	Michigen;MONTMORENCY	No	election-day	2563	BallotMeasure
