Name	VotesAllowed	NumberElected	NumberRunoff	IsPartisan	Office	PrimaryParty
PA Senate District 18 (Democratic Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 18	Democratic Party
PA Senate District 19 (Democratic Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 19	Democratic Party
PA Senate District 20 (Democratic Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 20	Democratic Party
PA Senate District 21 (Democratic Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 21	Democratic Party
PA Senate District 22 (Democratic Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 22	Democratic Party
PA Senate District 23 (Democratic Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 23	Democratic Party
PA Senate District 24 (Democratic Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 24	Democratic Party
PA Senate District 25 (Democratic Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 25	Democratic Party
US Senate PA (Democratic Party Primary) (Democratic Party Primary)	1	1	0	True	US Senate PA	Democratic Party
PA Governor (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Governor	Democratic Party
US House PA District 1 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 1	Democratic Party
US House PA District 2 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 2	Democratic Party
US House PA District 3 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 3	Democratic Party
US House PA District 4 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 4	Democratic Party
US House PA District 5 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 5	Democratic Party
US House PA District 6 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 6	Democratic Party
US House PA District 7 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 7	Democratic Party
US House PA District 8 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 8	Democratic Party
US House PA District 9 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 9	Democratic Party
US House PA District 10 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 10	Democratic Party
US House PA District 11 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 11	Democratic Party
US House PA District 12 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 12	Democratic Party
US House PA District 13 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 13	Democratic Party
US House PA District 14 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 14	Democratic Party
US House PA District 15 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 15	Democratic Party
US House PA District 16 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 16	Democratic Party
US House PA District 17 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 17	Democratic Party
US House PA District 18 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 18	Democratic Party
PA House District 1 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 1	Democratic Party
PA House District 2 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 2	Democratic Party
PA House District 3 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 3	Democratic Party
PA House District 4 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 4	Democratic Party
PA House District 5 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 5	Democratic Party
PA House District 6 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 6	Democratic Party
PA House District 7 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 7	Democratic Party
PA House District 8 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 8	Democratic Party
PA House District 9 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 9	Democratic Party
PA House District 10 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 10	Democratic Party
PA House District 11 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 11	Democratic Party
PA House District 12 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 12	Democratic Party
PA House District 13 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 13	Democratic Party
PA House District 14 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 14	Democratic Party
PA House District 15 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 15	Democratic Party
PA House District 16 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 16	Democratic Party
PA House District 17 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 17	Democratic Party
PA House District 18 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 18	Democratic Party
PA House District 19 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 19	Democratic Party
PA House District 20 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 20	Democratic Party
PA House District 21 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 21	Democratic Party
PA House District 22 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 22	Democratic Party
PA House District 23 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 23	Democratic Party
PA House District 24 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 24	Democratic Party
PA House District 25 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 25	Democratic Party
PA House District 26 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 26	Democratic Party
PA House District 27 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 27	Democratic Party
PA House District 28 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 28	Democratic Party
PA House District 29 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 29	Democratic Party
PA House District 30 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 30	Democratic Party
PA House District 31 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 31	Democratic Party
PA House District 32 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 32	Democratic Party
PA House District 33 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 33	Democratic Party
PA House District 34 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 34	Democratic Party
PA House District 35 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 35	Democratic Party
PA House District 36 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 36	Democratic Party
PA House District 37 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 37	Democratic Party
PA House District 38 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 38	Democratic Party
PA House District 39 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 39	Democratic Party
PA House District 40 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 40	Democratic Party
PA House District 41 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 41	Democratic Party
PA House District 42 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 42	Democratic Party
PA House District 43 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 43	Democratic Party
PA House District 44 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 44	Democratic Party
PA House District 45 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 45	Democratic Party
PA House District 46 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 46	Democratic Party
PA House District 47 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 47	Democratic Party
PA House District 48 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 48	Democratic Party
PA House District 49 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 49	Democratic Party
PA House District 50 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 50	Democratic Party
PA House District 51 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 51	Democratic Party
PA House District 52 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 52	Democratic Party
PA House District 53 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 53	Democratic Party
PA House District 54 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 54	Democratic Party
PA House District 55 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 55	Democratic Party
PA House District 56 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 56	Democratic Party
PA House District 57 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 57	Democratic Party
PA House District 58 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 58	Democratic Party
PA House District 59 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 59	Democratic Party
PA House District 60 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 60	Democratic Party
PA House District 61 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 61	Democratic Party
PA House District 62 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 62	Democratic Party
PA House District 63 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 63	Democratic Party
PA House District 64 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 64	Democratic Party
PA House District 65 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 65	Democratic Party
PA House District 66 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 66	Democratic Party
PA House District 67 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 67	Democratic Party
PA House District 68 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 68	Democratic Party
PA House District 69 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 69	Democratic Party
PA House District 70 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 70	Democratic Party
PA House District 71 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 71	Democratic Party
PA House District 72 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 72	Democratic Party
PA House District 73 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 73	Democratic Party
PA House District 74 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 74	Democratic Party
PA House District 75 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 75	Democratic Party
PA House District 76 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 76	Democratic Party
PA House District 77 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 77	Democratic Party
PA House District 78 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 78	Democratic Party
PA House District 79 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 79	Democratic Party
PA House District 80 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 80	Democratic Party
PA House District 81 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 81	Democratic Party
PA House District 82 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 82	Democratic Party
PA House District 83 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 83	Democratic Party
PA House District 84 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 84	Democratic Party
PA House District 85 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 85	Democratic Party
PA House District 86 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 86	Democratic Party
PA House District 87 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 87	Democratic Party
PA House District 88 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 88	Democratic Party
PA House District 89 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 89	Democratic Party
PA House District 90 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 90	Democratic Party
PA House District 91 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 91	Democratic Party
PA House District 92 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 92	Democratic Party
PA House District 93 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 93	Democratic Party
PA House District 94 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 94	Democratic Party
PA House District 95 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 95	Democratic Party
PA House District 96 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 96	Democratic Party
PA House District 97 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 97	Democratic Party
PA House District 98 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 98	Democratic Party
PA House District 99 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 99	Democratic Party
PA House District 100 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 100	Democratic Party
PA House District 101 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 101	Democratic Party
PA House District 102 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 102	Democratic Party
PA House District 103 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 103	Democratic Party
PA House District 104 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 104	Democratic Party
PA House District 105 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 105	Democratic Party
PA House District 106 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 106	Democratic Party
PA House District 107 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 107	Democratic Party
PA House District 108 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 108	Democratic Party
PA House District 109 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 109	Democratic Party
PA House District 110 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 110	Democratic Party
PA House District 111 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 111	Democratic Party
PA House District 112 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 112	Democratic Party
PA House District 113 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 113	Democratic Party
PA House District 114 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 114	Democratic Party
PA House District 115 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 115	Democratic Party
PA House District 116 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 116	Democratic Party
PA House District 117 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 117	Democratic Party
PA House District 118 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 118	Democratic Party
PA House District 119 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 119	Democratic Party
PA House District 120 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 120	Democratic Party
PA House District 121 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 121	Democratic Party
PA House District 122 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 122	Democratic Party
PA House District 123 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 123	Democratic Party
PA House District 124 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 124	Democratic Party
PA House District 125 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 125	Democratic Party
PA House District 126 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 126	Democratic Party
PA House District 127 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 127	Democratic Party
PA House District 128 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 128	Democratic Party
PA House District 129 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 129	Democratic Party
PA House District 130 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 130	Democratic Party
PA House District 131 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 131	Democratic Party
PA House District 132 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 132	Democratic Party
PA House District 133 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 133	Democratic Party
PA House District 134 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 134	Democratic Party
PA House District 135 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 135	Democratic Party
PA House District 136 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 136	Democratic Party
PA House District 137 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 137	Democratic Party
PA House District 138 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 138	Democratic Party
PA House District 139 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 139	Democratic Party
PA House District 140 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 140	Democratic Party
PA House District 141 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 141	Democratic Party
PA House District 142 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 142	Democratic Party
PA House District 143 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 143	Democratic Party
PA House District 144 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 144	Democratic Party
PA House District 145 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 145	Democratic Party
PA House District 146 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 146	Democratic Party
PA House District 147 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 147	Democratic Party
PA House District 148 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 148	Democratic Party
PA House District 149 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 149	Democratic Party
PA House District 150 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 150	Democratic Party
PA House District 151 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 151	Democratic Party
PA House District 152 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 152	Democratic Party
PA House District 153 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 153	Democratic Party
PA House District 154 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 154	Democratic Party
PA House District 155 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 155	Democratic Party
PA House District 156 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 156	Democratic Party
PA House District 157 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 157	Democratic Party
PA House District 158 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 158	Democratic Party
PA House District 159 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 159	Democratic Party
PA House District 160 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 160	Democratic Party
PA House District 161 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 161	Democratic Party
PA House District 162 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 162	Democratic Party
PA House District 163 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 163	Democratic Party
PA House District 164 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 164	Democratic Party
PA House District 165 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 165	Democratic Party
PA House District 166 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 166	Democratic Party
PA House District 167 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 167	Democratic Party
PA House District 168 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 168	Democratic Party
PA House District 169 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 169	Democratic Party
PA House District 170 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 170	Democratic Party
PA House District 171 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 171	Democratic Party
PA House District 172 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 172	Democratic Party
PA House District 173 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 173	Democratic Party
PA House District 174 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 174	Democratic Party
PA House District 175 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 175	Democratic Party
PA House District 176 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 176	Democratic Party
PA House District 177 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 177	Democratic Party
PA House District 178 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 178	Democratic Party
PA House District 179 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 179	Democratic Party
PA House District 180 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 180	Democratic Party
PA House District 181 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 181	Democratic Party
PA House District 182 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 182	Democratic Party
PA House District 183 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 183	Democratic Party
PA House District 184 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 184	Democratic Party
PA House District 185 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 185	Democratic Party
PA House District 186 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 186	Democratic Party
PA House District 187 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 187	Democratic Party
PA House District 188 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 188	Democratic Party
PA House District 189 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 189	Democratic Party
PA House District 190 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 190	Democratic Party
PA House District 191 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 191	Democratic Party
PA House District 192 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 192	Democratic Party
PA House District 193 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 193	Democratic Party
PA House District 194 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 194	Democratic Party
PA House District 195 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 195	Democratic Party
PA House District 196 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 196	Democratic Party
PA House District 197 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 197	Democratic Party
PA House District 198 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 198	Democratic Party
PA House District 199 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 199	Democratic Party
PA House District 200 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 200	Democratic Party
PA House District 201 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 201	Democratic Party
PA House District 202 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 202	Democratic Party
PA House District 203 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 203	Democratic Party
PA Senate District 1 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 1	Democratic Party
PA Senate District 2 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 2	Democratic Party
PA Senate District 3 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 3	Democratic Party
PA Senate District 4 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 4	Democratic Party
PA Senate District 5 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 5	Democratic Party
PA Senate District 6 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 6	Democratic Party
PA Senate District 7 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 7	Democratic Party
PA Senate District 8 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 8	Democratic Party
PA Senate District 9 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 9	Democratic Party
PA Senate District 10 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 10	Democratic Party
PA Senate District 11 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 11	Democratic Party
PA Senate District 12 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 12	Democratic Party
PA Senate District 13 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 13	Democratic Party
PA Senate District 14 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 14	Democratic Party
PA Senate District 15 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 15	Democratic Party
PA Senate District 16 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 16	Democratic Party
PA Senate District 17 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 17	Democratic Party
PA Senate District 18 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 18	Democratic Party
PA Senate District 19 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 19	Democratic Party
PA Senate District 20 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 20	Democratic Party
PA Senate District 21 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 21	Democratic Party
PA Senate District 22 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 22	Democratic Party
PA Senate District 23 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 23	Democratic Party
PA Senate District 24 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 24	Democratic Party
PA Senate District 25 (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	PA Senate District 25	Democratic Party
US Senate PA (Republican Party Primary) (Democratic Party Primary)	1	1	0	True	US Senate PA	Democratic Party
PA Governor (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA Governor	Democratic Party
US House PA District 1 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 1	Democratic Party
US House PA District 2 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 2	Democratic Party
US House PA District 3 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 3	Democratic Party
US House PA District 4 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 4	Democratic Party
US House PA District 5 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 5	Democratic Party
US House PA District 6 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 6	Democratic Party
US House PA District 7 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 7	Democratic Party
US House PA District 8 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 8	Democratic Party
US House PA District 9 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 9	Democratic Party
US House PA District 10 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 10	Democratic Party
US House PA District 11 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 11	Democratic Party
US House PA District 12 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 12	Democratic Party
